membraneMarker,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,memERGIC,memERGICRabA,memERGICRabB,memERGICRabC,memERGICRabD,memERGICRabE,memGolgiMedial,memGolgiMedialRabA,memGolgiMedialRabB,memGolgiMedialRabC,memGolgiMedialRabD,memGolgiMedialRabE,memL,memLRabA,memLRabB,memLRabC,memLRabD,memLRabE,memLS,memLSRabA,memLSRabB,memLSRabC,memLSRabD,memLSRabE,memS,memSRabA,memSRabB,memSRabC,memSRabD,memSRabE,memTGN,memTGNRabA,memTGNRabB,memTGNRabC,memTGNRabD,memTGNRabE,memTub,memTubRabA,memTubRabB,memTubRabC,memTubRabD,memTubRabE,proton,protonRabA,protonRabB,protonRabC,protonRabD,protonRabE,solL,solLRabA,solLRabB,solLRabC,solLRabD,solLRabE,solS,solSRabA,solSRabB,solSRabC,solSRabD,solSRabE,solubleMarker,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,
0.0,0.85192,0.13398,0.00705,0.00705,0.0,0.0,0.77301,0.17735,0.04009,0.00928,2.6E-4,0.0,0.19305,0.03753,0.48523,0.27163,0.01255,0.0,0.85192,0.13398,0.00705,0.00705,0.0,0.0,0.85192,0.13398,0.00705,0.00705,0.0,0.00755,0.51681,0.23937,0.15475,0.06654,0.01499,0.00755,0.51681,0.23937,0.15475,0.06654,0.01499,0.97821,3.5E-4,0.00327,0.0052,0.0126,3.7E-4,0.00609,0.54097,0.23478,0.14491,0.06043,0.01283,0.0,0.85192,0.13398,0.00705,0.00705,0.0,0.00609,0.54097,0.23478,0.14491,0.06043,0.01283,0.0,0.00848,0.00848,0.89827,0.0763,0.00848,
0.0,0.86649,0.11868,0.00742,0.00742,0.0,0.0,0.8054,0.14696,0.03881,0.00855,2.8E-4,0.0,0.19637,0.03345,0.58313,0.17854,0.00851,0.0,0.86649,0.11868,0.00742,0.00742,0.0,0.0,0.86649,0.11868,0.00742,0.00742,0.0,0.00795,0.52416,0.2318,0.15423,0.06765,0.01421,0.00795,0.52416,0.2318,0.15423,0.06765,0.01421,0.97822,0.00106,0.00197,0.01345,0.00523,6.0E-5,0.0064,0.54869,0.22703,0.14443,0.06125,0.01219,0.0,0.86649,0.11868,0.00742,0.00742,0.0,0.0064,0.54869,0.22703,0.14443,0.06125,0.01219,0.0,0.00885,0.00885,0.92033,0.05312,0.00885,
0.0,0.86939,0.1161,0.00726,0.00726,0.0,0.0,0.82977,0.12505,0.03657,0.00834,2.7E-4,0.0,0.19705,0.0396,0.50895,0.23563,0.01876,0.0,0.86939,0.1161,0.00726,0.00726,0.0,0.0,0.86939,0.1161,0.00726,0.00726,0.0,0.00805,0.51613,0.23735,0.15268,0.06911,0.01668,0.00805,0.51613,0.23735,0.15268,0.06911,0.01668,0.97823,7.1E-4,9.6E-4,0.00798,0.01132,8.0E-4,0.00647,0.54106,0.23253,0.1434,0.06217,0.01437,0.0,0.86939,0.1161,0.00726,0.00726,0.0,0.00647,0.54106,0.23253,0.1434,0.06217,0.01437,0.0,0.00862,0.01725,0.92239,0.04312,0.00862,
0.0,0.87516,0.11015,0.00734,0.00734,0.0,0.0,0.82174,0.11997,0.05007,0.00782,3.9E-4,0.0,0.20698,0.04475,0.51794,0.21574,0.01459,0.0,0.87516,0.11015,0.00734,0.00734,0.0,0.0,0.87516,0.11015,0.00734,0.00734,0.0,0.00962,0.50699,0.23719,0.1612,0.06917,0.01583,0.00962,0.50699,0.23719,0.1612,0.06917,0.01583,0.98373,2.2E-4,0.00176,0.0056,0.00552,0.00317,0.00772,0.53272,0.23221,0.15164,0.06205,0.01366,0.0,0.87516,0.11015,0.00734,0.00734,0.0,0.00772,0.53272,0.23221,0.15164,0.06205,0.01366,0.0,0.02522,0.03362,0.91594,0.01681,0.00841,
0.0,0.89593,0.0892,0.00743,0.00743,0.0,0.0,0.85601,0.1025,0.03345,0.00781,2.3E-4,0.0,0.20642,0.08277,0.50068,0.19985,0.01028,0.0,0.89593,0.0892,0.00743,0.00743,0.0,0.0,0.89593,0.0892,0.00743,0.00743,0.0,0.01033,0.51515,0.22488,0.16189,0.07305,0.0147,0.01033,0.51515,0.22488,0.16189,0.07305,0.0147,0.98798,0.00152,4.3E-4,0.00464,0.00435,0.00108,0.00829,0.54155,0.21999,0.15191,0.06559,0.01268,0.0,0.89593,0.0892,0.00743,0.00743,0.0,0.00829,0.54155,0.21999,0.15191,0.06559,0.01268,0.0,0.01482,0.11114,0.8444,0.02223,0.00741,
0.0,0.90792,0.07674,0.00767,0.00767,0.0,0.0,0.868,0.08977,0.03445,0.00754,2.4E-4,0.0,0.20945,0.06981,0.57017,0.14283,0.00776,0.0,0.90792,0.07674,0.00767,0.00767,0.0,0.0,0.90792,0.07674,0.00767,0.00767,0.0,0.01071,0.52254,0.21677,0.1645,0.07158,0.01389,0.01071,0.52254,0.21677,0.1645,0.07158,0.01389,0.98886,0.0015,0.00155,0.00405,0.0039,1.3E-4,0.00858,0.54928,0.21149,0.15438,0.06426,0.01201,0.0,0.90792,0.07674,0.00767,0.00767,0.0,0.00858,0.54928,0.21149,0.15438,0.06426,0.01201,0.0,0.01551,0.09305,0.87593,0.00775,0.00775,
0.0,0.91517,0.06941,0.00771,0.00771,0.0,0.0,0.89275,0.07901,0.02039,0.00774,1.1E-4,0.0,0.20707,0.08845,0.57423,0.12148,0.00877,0.0,0.91517,0.06941,0.00771,0.00771,0.0,0.0,0.91517,0.06941,0.00771,0.00771,0.0,0.0109,0.51987,0.2185,0.15952,0.0765,0.01472,0.0109,0.51987,0.2185,0.15952,0.0765,0.01472,0.98893,0.00234,6.1E-4,0.00371,0.00423,1.9E-4,0.00872,0.54688,0.21328,0.1496,0.06877,0.01276,0.0,0.91517,0.06941,0.00771,0.00771,0.0,0.00872,0.54688,0.21328,0.1496,0.06877,0.01276,0.0,0.00704,0.11271,0.84503,0.02818,0.00704,
0.0,0.93613,0.04791,0.00798,0.00798,0.0,0.0,0.9081,0.06324,0.02074,0.0078,1.1E-4,0.0,0.21214,0.09464,0.63592,0.05121,0.00608,0.0,0.93613,0.04791,0.00798,0.00798,0.0,0.0,0.93613,0.04791,0.00798,0.00798,0.0,0.01173,0.52683,0.20606,0.16254,0.07892,0.01391,0.01173,0.52683,0.20606,0.16254,0.07892,0.01391,0.98982,6.1E-4,0.00204,0.00278,0.00471,4.0E-5,0.00938,0.55482,0.20017,0.15264,0.0709,0.01209,0.0,0.93613,0.04791,0.00798,0.00798,0.0,0.00938,0.55482,0.20017,0.15264,0.0709,0.01209,0.0,0.00704,0.11975,0.84503,0.02113,0.00704,
0.0,0.97533,0.00822,0.00822,0.00822,0.0,0.0,0.92617,0.02995,0.03512,0.00854,2.3E-4,0.0,0.22547,0.10307,0.5843,0.07904,0.00813,0.0,0.97533,0.00822,0.00822,0.00822,0.0,0.0,0.97533,0.00822,0.00822,0.00822,0.0,0.01286,0.54378,0.18791,0.15839,0.08131,0.01576,0.01286,0.54378,0.18791,0.15839,0.08131,0.01576,0.99168,3.0E-4,9.4E-4,0.00416,0.00273,1.9E-4,0.01028,0.57332,0.18076,0.14888,0.07305,0.01371,0.0,0.97533,0.00822,0.00822,0.00822,0.0,0.01028,0.57332,0.18076,0.14888,0.07305,0.01371,0.0,0.01334,0.14004,0.81328,0.02667,0.00667,
0.0,0.97449,0.0085,0.0085,0.0085,0.0,0.0,0.89043,0.06526,0.03558,0.00849,2.3E-4,0.0,0.22525,0.10729,0.58896,0.07067,0.00783,0.0,0.97449,0.0085,0.0085,0.0085,0.0,0.0,0.97449,0.0085,0.0085,0.0085,0.0,0.01372,0.53297,0.19817,0.16017,0.07994,0.01503,0.01372,0.53297,0.19817,0.16017,0.07994,0.01503,0.99279,9.5E-4,0.0011,0.00341,0.00173,2.0E-5,0.01097,0.56301,0.19073,0.15041,0.07177,0.01311,0.0,0.97449,0.0085,0.0085,0.0085,0.0,0.01097,0.56301,0.19073,0.15041,0.07177,0.01311,0.0,0.0137,0.15073,0.81502,0.0137,0.00685,
0.0,0.97282,0.00906,0.00906,0.00906,0.0,0.0,0.87731,0.07678,0.03583,0.00986,2.2E-4,0.0,0.22457,0.1038,0.57058,0.09379,0.00725,0.0,0.97282,0.00906,0.00906,0.00906,0.0,0.0,0.97282,0.00906,0.00906,0.00906,0.0,0.01459,0.52409,0.20121,0.15987,0.08609,0.01416,0.01459,0.52409,0.20121,0.15987,0.08609,0.01416,0.99289,7.2E-4,8.4E-4,0.00369,0.00184,3.0E-5,0.01166,0.55432,0.19396,0.1501,0.07759,0.01236,0.0,0.97282,0.00906,0.00906,0.00906,0.0,0.01166,0.55432,0.19396,0.1501,0.07759,0.01236,0.0,0.01282,0.14106,0.79482,0.04488,0.00641,
0.0,0.97124,0.00959,0.00959,0.00959,0.0,0.0,0.91941,0.03912,0.02498,0.01583,6.7E-4,0.0,0.2202,0.09098,0.582,0.09739,0.00943,0.0,0.97124,0.00959,0.00959,0.00959,0.0,0.0,0.97124,0.00959,0.00959,0.00959,0.0,0.01608,0.51595,0.19843,0.1654,0.08769,0.01645,0.01608,0.51595,0.19843,0.1654,0.08769,0.01645,0.99292,0.00187,3.0E-4,0.00177,0.00292,2.3E-4,0.01285,0.54562,0.1922,0.15543,0.07947,0.01444,0.0,0.97124,0.00959,0.00959,0.00959,0.0,0.01285,0.54562,0.1922,0.15543,0.07947,0.01444,0.0,0.00654,0.12422,0.81694,0.04576,0.00654,
0.0,0.97484,0.00839,0.00839,0.00839,0.0,0.0,0.91067,0.03662,0.03463,0.01733,7.4E-4,0.0,0.22538,0.08797,0.56343,0.11138,0.01184,0.0,0.97484,0.00839,0.00839,0.00839,0.0,0.0,0.97484,0.00839,0.00839,0.00839,0.0,0.01813,0.50619,0.20763,0.16151,0.09141,0.01513,0.01813,0.50619,0.20763,0.16151,0.09141,0.01513,0.99412,6.6E-4,0.00115,0.00197,0.00206,4.0E-5,0.0145,0.53626,0.20128,0.15162,0.08299,0.01335,0.0,0.97484,0.00839,0.00839,0.00839,0.0,0.0145,0.53626,0.20128,0.15162,0.08299,0.01335,0.0,0.01266,0.12028,0.79109,0.06331,0.01266,
0.0,0.97495,0.00835,0.00835,0.00835,0.0,0.0,0.92762,0.03418,0.02179,0.0158,6.1E-4,0.0,0.22121,0.07877,0.58232,0.10812,0.00959,0.0,0.97495,0.00835,0.00835,0.00835,0.0,0.0,0.97495,0.00835,0.00835,0.00835,0.0,0.01895,0.50662,0.20686,0.16385,0.08748,0.01624,0.01895,0.50662,0.20686,0.16385,0.08748,0.01624,0.99467,0.0012,0.00156,4.4E-4,0.00147,6.6E-4,0.01515,0.5366,0.20038,0.15412,0.07949,0.01426,0.0,0.97495,0.00835,0.00835,0.00835,0.0,0.01515,0.5366,0.20038,0.15412,0.07949,0.01426,0.0,0.00676,0.10814,0.82428,0.05407,0.00676,
0.0,0.97416,0.00861,0.00861,0.00861,0.0,0.0,0.93833,0.02339,0.02204,0.0158,4.4E-4,0.0,0.22122,0.06651,0.59812,0.10607,0.00808,0.0,0.97416,0.00861,0.00861,0.00861,0.0,0.0,0.97416,0.00861,0.00861,0.00861,0.0,0.02128,0.50185,0.21037,0.16633,0.08621,0.01396,0.02128,0.50185,0.21037,0.16633,0.08621,0.01396,0.9958,0.00121,8.4E-4,0.00114,9.7E-4,3.0E-5,0.01703,0.53163,0.20401,0.15657,0.07848,0.01228,0.0,0.97416,0.00861,0.00861,0.00861,0.0,0.01703,0.53163,0.20401,0.15657,0.07848,0.01228,0.0,0.00709,0.09223,0.84393,0.04966,0.00709,
0.0,0.95735,0.01706,0.01706,0.00853,0.0,0.0,0.88112,0.072,0.03083,0.01566,3.9E-4,0.0,0.21783,0.06209,0.62954,0.08272,0.00782,0.0,0.95735,0.01706,0.01706,0.00853,0.0,0.0,0.95735,0.01706,0.01706,0.00853,0.0,0.02217,0.48459,0.22111,0.17657,0.08244,0.01313,0.02217,0.48459,0.22111,0.17657,0.08244,0.01313,0.99586,0.00112,4.2E-4,0.00161,9.9E-4,1.0E-5,0.01774,0.51436,0.2147,0.16686,0.07477,0.01158,0.0,0.95735,0.01706,0.01706,0.00853,0.0,0.01774,0.51436,0.2147,0.16686,0.07477,0.01158,0.0,0.00769,0.08464,0.88458,0.01539,0.00769,
0.0,0.96625,0.00844,0.00844,0.00844,0.00844,0.0,0.88983,0.06296,0.02433,0.01468,0.0082,0.0,0.11369,0.05674,0.64539,0.16373,0.02045,0.0,0.96625,0.00844,0.00844,0.00844,0.00844,0.0,0.96625,0.00844,0.00844,0.00844,0.00844,0.02379,0.48564,0.21369,0.17208,0.08364,0.02116,0.02379,0.48564,0.21369,0.17208,0.08364,0.02116,0.99589,7.0E-4,4.3E-4,0.00115,0.00169,1.5E-4,0.01904,0.51582,0.20698,0.16273,0.07592,0.0195,0.0,0.96625,0.00844,0.00844,0.00844,0.00844,0.01904,0.51582,0.20698,0.16273,0.07592,0.0195,0.0,0.008,0.08003,0.89597,0.008,0.008,
0.0,0.96501,0.00875,0.00875,0.00875,0.00875,0.0,0.86036,0.08914,0.02693,0.01524,0.00834,0.0,0.11456,0.05908,0.66535,0.14399,0.01701,0.0,0.96501,0.00875,0.00875,0.00875,0.00875,0.0,0.96501,0.00875,0.00875,0.00875,0.00875,0.02395,0.4729,0.21845,0.17987,0.08475,0.02007,0.02395,0.4729,0.21845,0.17987,0.08475,0.02007,0.99589,1.2E-4,7.1E-4,0.00165,0.0016,4.0E-5,0.01917,0.50351,0.21153,0.17022,0.07698,0.01858,0.0,0.96501,0.00875,0.00875,0.00875,0.00875,0.01917,0.50351,0.21153,0.17022,0.07698,0.01858,0.0,0.00841,0.05884,0.91594,0.00841,0.00841,
0.0,0.96416,0.00896,0.00896,0.00896,0.00896,0.0,0.85898,0.09279,0.02434,0.01563,0.00826,0.0,0.11349,0.04162,0.66112,0.16241,0.02136,0.0,0.96416,0.00896,0.00896,0.00896,0.00896,0.0,0.96416,0.00896,0.00896,0.00896,0.00896,0.0246,0.46796,0.22278,0.17401,0.08991,0.02073,0.0246,0.46796,0.22278,0.17401,0.08991,0.02073,0.99594,9.0E-5,0.00156,8.0E-4,0.00161,1.0E-5,0.0197,0.4987,0.2161,0.16441,0.08184,0.01925,0.0,0.96416,0.00896,0.00896,0.00896,0.00896,0.0197,0.4987,0.2161,0.16441,0.08184,0.01925,0.0,0.00775,0.04653,0.89919,0.03102,0.01551,
0.0,0.96658,0.00836,0.00836,0.00836,0.00836,0.0,0.85852,0.09457,0.02378,0.01529,0.00784,0.0,0.11365,0.03762,0.7168,0.1189,0.01302,0.0,0.96658,0.00836,0.00836,0.00836,0.00836,0.0,0.96658,0.00836,0.00836,0.00836,0.00836,0.02468,0.45774,0.23434,0.17555,0.08917,0.01852,0.02468,0.45774,0.23434,0.17555,0.08917,0.01852,0.99594,4.0E-5,0.0016,7.0E-4,0.00172,0.0,0.01977,0.4889,0.2273,0.16584,0.08101,0.01717,0.0,0.96658,0.00836,0.00836,0.00836,0.00836,0.01977,0.4889,0.2273,0.16584,0.08101,0.01717,0.0,0.0082,0.041,0.9262,0.0164,0.0082,
0.0,0.9665,0.00838,0.00838,0.00838,0.00838,0.0,0.91263,0.0422,0.02305,0.01389,0.00822,0.0,0.11366,0.068,0.621,0.16766,0.02967,0.0,0.9665,0.00838,0.00838,0.00838,0.00838,0.0,0.9665,0.00838,0.00838,0.00838,0.00838,0.02653,0.45375,0.22637,0.18355,0.08462,0.02518,0.02653,0.45375,0.22637,0.18355,0.08462,0.02518,0.99766,4.2E-4,2.3E-4,7.2E-4,8.5E-4,1.3E-4,0.02129,0.48471,0.22083,0.17332,0.07674,0.02311,0.0,0.9665,0.00838,0.00838,0.00838,0.00838,0.02129,0.48471,0.22083,0.17332,0.07674,0.02311,0.0,0.00781,0.08596,0.89059,0.00781,0.00781,
0.0,0.96445,0.00889,0.00889,0.00889,0.00889,0.0,0.87122,0.04474,0.06015,0.01527,0.00862,0.0,0.12331,0.05508,0.61246,0.17992,0.02923,0.0,0.96445,0.00889,0.00889,0.00889,0.00889,0.0,0.96445,0.00889,0.00889,0.00889,0.00889,0.02726,0.45081,0.22264,0.18612,0.08832,0.02486,0.02726,0.45081,0.22264,0.18612,0.08832,0.02486,0.998,1.8E-4,5.3E-4,6.1E-4,6.2E-4,6.0E-5,0.02189,0.48185,0.21732,0.17582,0.08026,0.02287,0.0,0.96445,0.00889,0.00889,0.00889,0.00889,0.02189,0.48185,0.21732,0.17582,0.08026,0.02287,0.0,0.02207,0.0662,0.88232,0.02207,0.00736,
0.0,0.87992,0.09756,0.0075,0.0075,0.0075,0.0,0.7925,0.12465,0.06042,0.01449,0.00793,0.0,0.11446,0.05229,0.62967,0.17863,0.02495,0.0,0.87992,0.09756,0.0075,0.0075,0.0075,0.0,0.87992,0.09756,0.0075,0.0075,0.0075,0.02807,0.41128,0.26222,0.1884,0.08682,0.0232,0.02807,0.41128,0.26222,0.1884,0.08682,0.0232,0.99816,1.5E-4,6.3E-4,5.4E-4,1.8E-4,3.4E-4,0.02255,0.4396,0.25993,0.1778,0.07888,0.02123,0.0,0.87992,0.09756,0.0075,0.0075,0.0075,0.02255,0.4396,0.25993,0.1778,0.07888,0.02123,0.0,0.02291,0.05345,0.90073,0.01527,0.00764,
0.0,0.89953,0.07729,0.00773,0.00773,0.00773,0.0,0.81047,0.10544,0.06143,0.01475,0.00791,0.0,0.11177,0.04565,0.62702,0.19393,0.02163,0.0,0.89953,0.07729,0.00773,0.00773,0.00773,0.0,0.89953,0.07729,0.00773,0.00773,0.00773,0.02852,0.41014,0.26055,0.18771,0.09145,0.02163,0.02852,0.41014,0.26055,0.18771,0.09145,0.02163,0.99843,6.0E-5,7.1E-4,1.7E-4,5.3E-4,1.0E-4,0.02291,0.43945,0.2574,0.17746,0.08296,0.01983,0.0,0.89953,0.07729,0.00773,0.00773,0.00773,0.02291,0.43945,0.2574,0.17746,0.08296,0.01983,0.0,0.01575,0.04726,0.91336,0.01575,0.00788,
0.0,0.92083,0.05542,0.00792,0.00792,0.00792,0.0,0.85944,0.08324,0.03531,0.01428,0.00773,0.0,0.1087,0.03314,0.70124,0.13971,0.01721,0.0,0.92083,0.05542,0.00792,0.00792,0.00792,0.0,0.92083,0.05542,0.00792,0.00792,0.00792,0.02958,0.41405,0.25387,0.1914,0.08779,0.0233,0.02958,0.41405,0.25387,0.1914,0.08779,0.0233,0.99854,1.2E-4,7.1E-4,2.0E-4,4.0E-5,3.9E-4,0.02377,0.44409,0.24998,0.18102,0.07997,0.02119,0.0,0.92083,0.05542,0.00792,0.00792,0.00792,0.02377,0.44409,0.24998,0.18102,0.07997,0.02119,0.0,0.0082,0.0328,0.9426,0.0082,0.0082,
0.0,0.82394,0.14221,0.02032,0.00677,0.00677,0.0,0.76543,0.16592,0.04772,0.01406,0.00687,0.0,0.09807,0.02627,0.75182,0.11242,0.01142,0.0,0.82394,0.14221,0.02032,0.00677,0.00677,0.0,0.82394,0.14221,0.02032,0.00677,0.00677,0.03139,0.37027,0.29141,0.1969,0.09003,0.02,0.03139,0.37027,0.29141,0.1969,0.09003,0.02,0.99888,1.0E-4,7.9E-4,1.5E-4,1.0E-5,8.0E-5,0.02522,0.39716,0.29012,0.18721,0.0821,0.01817,0.0,0.82394,0.14221,0.02032,0.00677,0.00677,0.02522,0.39716,0.29012,0.18721,0.0821,0.01817,0.0,0.00878,0.00878,0.9649,0.00878,0.00878,
0.0,0.75072,0.18696,0.04986,0.00623,0.00623,0.0,0.69751,0.20742,0.07511,0.01377,0.00619,0.0,0.05547,0.02272,0.79856,0.11489,0.00835,0.0,0.75072,0.18696,0.04986,0.00623,0.00623,0.0,0.75072,0.18696,0.04986,0.00623,0.00623,0.03299,0.34222,0.30049,0.21614,0.09064,0.01752,0.03299,0.34222,0.30049,0.21614,0.09064,0.01752,0.99891,2.0E-4,5.2E-4,3.1E-4,4.0E-5,1.0E-5,0.02652,0.36564,0.30195,0.20724,0.08273,0.01593,0.0,0.75072,0.18696,0.04986,0.00623,0.00623,0.02652,0.36564,0.30195,0.20724,0.08273,0.01593,0.0,0.00918,0.00918,0.96329,0.00918,0.00918,
0.0,0.77043,0.17855,0.03826,0.00638,0.00638,0.0,0.71756,0.19836,0.06467,0.01275,0.00665,0.0,0.05776,0.02889,0.64785,0.24003,0.02547,0.0,0.77043,0.17855,0.03826,0.00638,0.00638,0.0,0.77043,0.17855,0.03826,0.00638,0.00638,0.03442,0.34747,0.29365,0.20382,0.09781,0.02283,0.03442,0.34747,0.29365,0.20382,0.09781,0.02283,0.999,1.3E-4,4.6E-4,4.0E-5,3.5E-4,3.0E-5,0.02768,0.37165,0.29506,0.19541,0.08936,0.02084,0.0,0.77043,0.17855,0.03826,0.00638,0.00638,0.02768,0.37165,0.29506,0.19541,0.08936,0.02084,0.0,0.00953,0.00953,0.96189,0.00953,0.00953,
0.0,0.78232,0.1715,0.03298,0.0066,0.0066,0.0,0.73186,0.18907,0.05919,0.01313,0.00674,0.0,0.05038,0.02115,0.65452,0.24944,0.02451,0.0,0.78232,0.1715,0.03298,0.0066,0.0066,0.0,0.78232,0.1715,0.03298,0.0066,0.0066,0.03598,0.34965,0.28987,0.20262,0.10028,0.0216,0.03598,0.34965,0.28987,0.20262,0.10028,0.0216,0.99909,1.0E-4,6.0E-4,3.0E-5,1.6E-4,1.0E-5,0.02894,0.37432,0.29109,0.1941,0.09172,0.01984,0.0,0.78232,0.1715,0.03298,0.0066,0.0066,0.02894,0.37432,0.29109,0.1941,0.09172,0.01984,0.0,0.01,0.01,0.95998,0.01,0.01,
0.0,0.82686,0.14544,0.01385,0.00693,0.00693,0.0,0.75034,0.18224,0.04656,0.01316,0.0077,0.0,0.02624,0.02719,0.6431,0.26928,0.03418,0.0,0.82686,0.14544,0.01385,0.00693,0.00693,0.0,0.82686,0.14544,0.01385,0.00693,0.00693,0.0377,0.35218,0.26582,0.2148,0.10285,0.02666,0.0377,0.35218,0.26582,0.2148,0.10285,0.02666,0.9992,2.0E-5,6.0E-4,8.0E-5,9.0E-5,1.0E-5,0.03037,0.37881,0.26611,0.20595,0.09412,0.02463,0.0,0.82686,0.14544,0.01385,0.00693,0.00693,0.03037,0.37881,0.26611,0.20595,0.09412,0.02463,0.0,0.00962,0.02886,0.94229,0.00962,0.00962,
0.0,0.83,0.14875,0.00708,0.00708,0.00708,0.0,0.74759,0.1896,0.04154,0.01352,0.00774,0.0,0.02636,0.02138,0.69682,0.22868,0.02675,0.0,0.83,0.14875,0.00708,0.00708,0.00708,0.0,0.83,0.14875,0.00708,0.00708,0.00708,0.03935,0.34582,0.26781,0.21857,0.10277,0.02569,0.03935,0.34582,0.26781,0.21857,0.10277,0.02569,0.99922,2.0E-5,5.9E-4,1.1E-4,3.0E-5,2.0E-5,0.03175,0.37276,0.26806,0.20938,0.09432,0.02374,0.0,0.83,0.14875,0.00708,0.00708,0.00708,0.03175,0.37276,0.26806,0.20938,0.09432,0.02374,0.0,0.00926,0.01853,0.95369,0.00926,0.00926,
0.0,0.85563,0.12272,0.00722,0.00722,0.00722,0.0,0.77005,0.16718,0.0414,0.01355,0.00781,0.0,0.02713,0.01382,0.69542,0.23764,0.02599,0.0,0.85563,0.12272,0.00722,0.00722,0.00722,0.0,0.85563,0.12272,0.00722,0.00722,0.00722,0.04017,0.34949,0.26028,0.21602,0.10716,0.02687,0.04017,0.34949,0.26028,0.21602,0.10716,0.02687,0.9994,1.0E-5,1.7E-4,6.0E-5,3.0E-4,6.0E-5,0.03244,0.37742,0.25994,0.20732,0.09818,0.02469,0.0,0.85563,0.12272,0.00722,0.00722,0.00722,0.03244,0.37742,0.25994,0.20732,0.09818,0.02469,0.0,0.00971,0.00971,0.96115,0.00971,0.00971,
0.0,0.88381,0.09295,0.00775,0.00775,0.00775,0.0,0.79801,0.13782,0.04201,0.01402,0.00814,0.0,0.02774,0.01297,0.70975,0.22586,0.02368,0.0,0.88381,0.09295,0.00775,0.00775,0.00775,0.0,0.88381,0.09295,0.00775,0.00775,0.00775,0.0404,0.34995,0.25564,0.21948,0.10746,0.02706,0.0404,0.34995,0.25564,0.21948,0.10746,0.02706,0.99944,3.0E-5,1.2E-4,1.9E-4,1.8E-4,3.0E-5,0.03262,0.37889,0.25444,0.21056,0.09859,0.02489,0.0,0.88381,0.09295,0.00775,0.00775,0.00775,0.03262,0.37889,0.25444,0.21056,0.09859,0.02489,0.0,0.01021,0.01021,0.95917,0.01021,0.01021,
0.0,0.88773,0.08982,0.00748,0.00748,0.00748,0.0,0.8005,0.13741,0.03942,0.01492,0.00775,0.0,0.02727,0.0437,0.67928,0.23425,0.01549,0.0,0.88773,0.08982,0.00748,0.00748,0.00748,0.0,0.88773,0.08982,0.00748,0.00748,0.00748,0.04301,0.34402,0.2564,0.21833,0.11381,0.02443,0.04301,0.34402,0.2564,0.21833,0.11381,0.02443,0.99955,1.0E-5,4.0E-5,2.7E-4,6.0E-5,6.0E-5,0.03479,0.37322,0.25552,0.20918,0.10488,0.02241,0.0,0.88773,0.08982,0.00748,0.00748,0.00748,0.03479,0.37322,0.25552,0.20918,0.10488,0.02241,0.0,0.00885,0.05312,0.89377,0.03541,0.00885,
0.0,0.8867,0.09064,0.00755,0.00755,0.00755,0.0,0.82019,0.12116,0.03599,0.01515,0.0075,0.0,0.02699,0.03057,0.73703,0.1959,0.00951,0.0,0.8867,0.09064,0.00755,0.00755,0.00755,0.0,0.8867,0.09064,0.00755,0.00755,0.00755,0.04513,0.34383,0.25759,0.21136,0.12054,0.02157,0.04513,0.34383,0.25759,0.21136,0.12054,0.02157,0.9996,1.0E-5,1.8E-4,5.0E-5,1.4E-4,1.0E-5,0.03653,0.37283,0.25688,0.2028,0.11109,0.01987,0.0,0.8867,0.09064,0.00755,0.00755,0.00755,0.03653,0.37283,0.25688,0.2028,0.11109,0.01987,0.0,0.00878,0.0351,0.91225,0.0351,0.00878,
0.0,0.90132,0.0759,0.00759,0.00759,0.00759,0.0,0.80514,0.12956,0.04276,0.0149,0.00764,0.0,0.02819,0.01183,0.7248,0.22623,0.00893,0.0,0.90132,0.0759,0.00759,0.00759,0.00759,0.0,0.90132,0.0759,0.00759,0.00759,0.00759,0.0454,0.3434,0.23922,0.22502,0.12116,0.02581,0.0454,0.3434,0.23922,0.22502,0.12116,0.02581,0.99964,1.0E-5,1.8E-4,2.0E-5,9.0E-5,5.0E-5,0.03675,0.37314,0.23812,0.21725,0.11129,0.02345,0.0,0.90132,0.0759,0.00759,0.00759,0.00759,0.03675,0.37314,0.23812,0.21725,0.11129,0.02345,0.0,0.00953,0.00953,0.96189,0.00953,0.00953,
0.0,0.901,0.07615,0.00762,0.00762,0.00762,0.0,0.80492,0.13004,0.0423,0.01505,0.00769,0.0,0.02831,0.01186,0.74024,0.21054,0.00906,0.0,0.901,0.07615,0.00762,0.00762,0.00762,0.0,0.901,0.07615,0.00762,0.00762,0.00762,0.04633,0.34085,0.24173,0.22417,0.12197,0.02494,0.04633,0.34085,0.24173,0.22417,0.12197,0.02494,0.99968,0.0,1.7E-4,5.0E-5,9.0E-5,0.0,0.03748,0.37063,0.2407,0.2163,0.11206,0.02283,0.0,0.901,0.07615,0.00762,0.00762,0.00762,0.03748,0.37063,0.2407,0.2163,0.11206,0.02283,0.0,0.01,0.01,0.95998,0.01,0.01,
